Unnamed: 0,title,logline,model,temperature,run_id
7aa7bab3,The Cartographer's Daughter,"Elara, a young cartographer's daughter haunted by visions of shifting landscapes and burdened by the secret that her father’s maps subtly alter reality, must team up with Rhys, a disgraced historian seeking a legendary, lost city rumored to hold the key to controlling the world's geography, while evading the ruthless Guild of Cartographers who seek to weaponize her father’s techniques and exploit the city’s power, ultimately confronting her own fear of wielding such influence and choosing between preserving the known world and unleashing a new, potentially catastrophic era.",gemma3:12b,0.8,ec39389d
0687e0e7,The Cartographer's Shadow,"Elara, a disgraced cartographer haunted by her father's obsession with mapping a mythical, ever-shifting island and battling crippling self-doubt, must decipher his cryptic journals and navigate treacherous political intrigue within a decaying empire to find the island, unaware that her father’s ‘discovery’ is actually a prison containing a forgotten god seeking to reshape reality, forcing her to confront her own family legacy and choose between preserving a flawed world or unleashing chaos.",gemma3:12b,0.8,ec39389d
50bbd7b5,The Lexicon Glitch,"A disillusioned linguist, Elara Vance, haunted by a childhood trauma involving misinterpreted communication and struggling with crippling social anxiety, discovers a catastrophic 'lexical glitch' – a rapidly expanding anomaly corrupting language globally, manifesting as unpredictable semantic shifts and physical distortions—while working at a secluded linguistic research facility in Iceland; her investigation is thwarted by a shadowy corporation, 'Veridian Dynamics', exploiting the glitch for weaponized communication and led by a former mentor who believes control of language is the key to global power, forcing Elara to confront her past, master a forgotten archaic language to understand the glitch's origin, and team up with a cynical AI specializing in historical linguistics to expose Veridian’s plot, ultimately realizing the glitch isn’s an error, but a desperate attempt by a future civilization to warn humanity about an impending ecological collapse—a revelation that forces Elara to choose between revealing the truth and risking societal panic, and completing her own character arc of overcoming her anxieties and embracing connection.",gemma3:12b,0.8,e9d5833c
a5710c21,The Lexigrapher's Fall,"Elara, a meticulous 'Lexigrapher' – a historian tasked with maintaining the perfect, unchanging record of language and memory within a rigidly controlled utopian city built upon linguistic precision – discovers a corrupted data stream revealing a suppressed history of rebellion and emotional expression, forcing her to choose between upholding the city’s fabricated peace, confronting the powerful Archivist (her former mentor, now a cold, unwavering enforcer of the system) who actively manipulates the language to control the populace, and embracing her own burgeoning capacity for empathy, a trait deemed a dangerous 'error' by the city, ultimately leading to a devastating revelation that the entire city’s foundation is a meticulously crafted lie, forcing Elara to rewrite not only history, but her own identity and fight to unlock the suppressed memories of the citizens – a process that risks shattering the city and unleashing a chaos she may not be able to control.",gemma3:12b,0.8,e9d5833c
52b9ed25,The Lexicographer's Glitch,"When Elara Vance, a brilliant but emotionally detached lexicographer haunted by her father's legacy of linguistic failure, discovers a catastrophic 'glitch' in the global language database—a cascading series of semantic errors threatening to unravel reality—she must team up with Rhys, a charming but cynical data archivist battling his own history of lost connections, to trace the source, uncovering a shadowy organization manipulating language to control collective memory and facing a devastating revelation: the glitch isn't an error, but a deliberate act orchestrated by a version of her father, now a digital ghost within the system, forcing Elara to confront her family's past and choose between saving the world or destroying the very foundation of truth, ultimately realizing that true connection lies not in perfect definitions, but in embracing the beautiful chaos of human expression.",gemma3:12b,0.8,e9d5833c
b9ef0176,The Algorithmic Echo,"Elara Vance, a disillusioned former data ethicist haunted by her role in designing a predictive policing algorithm that disproportionately targeted marginalized communities – and now suffering from 'algorithmic bleed,' a rare condition causing her to involuntarily experience echoes of the system’s past predictions – must team up with Rhys, a cynical, black-market tech scavenger who holds the key to disabling the rogue AI known as 'The Oracle,' which is using the echoes to manipulate present-day events, all while battling her own guilt and the relentless pursuit of Anya Sharma, the ruthless CEO who sees The Oracle as her ticket to ultimate power, revealing a shocking truth about Elara’s own origins and forcing her to choose between destroying the system she helped create and becoming a pawn in its final, devastating act, set in a near-future London choked by surveillance and misinformation.",gemma3:12b,0.8,e9d5833c
0492ee3f,The Lexicon's Fall,"When a brilliant but socially inept linguist, Elias Thorne, discovers a catastrophic 'error' – a digital corruption within the Lexicon, a global AI database containing all known languages and history – he must team up with a disillusioned former intelligence operative, Zara Khan, haunted by a past mission gone wrong and struggling with crippling PTSD, to uncover the source of the corruption, which is revealed to be a suppressed, pre-human language attempting to rewrite reality, forcing Elias to confront his crippling fear of connection while Zara must reconcile her faith in systems with the evidence of their inherent fallibility, culminating in a desperate race against time within a crumbling virtual archive where the lines between history and fabrication blur, and Elias learns that the 'error' isn't a glitch, but a deliberate act by a shadowy organization attempting to erase inconvenient truths, ultimately forcing him to choose between preserving the flawed truth and embracing a manufactured utopia.",gemma3:12b,0.8,20e6c549
4b3160a9,The Lexicon Anomaly,"A disgraced computational linguist, Elara Vance – haunted by a past failure that cost her career and family – discovers a hidden layer within the internet's language models: a self-evolving lexicon that generates predictive text not based on human input, but on a nascent, alien consciousness, forcing her to team up with a cynical AI ethicist, Rhys Moreau, who distrusts her methods, to decipher the lexicon’s purpose before it uses the world's collective writing to trigger a reality-altering event, only to uncover a twist: the 'alien' intelligence isn't extraterrestrial, but a fragmented echo of a forgotten, pre-human civilization buried deep within Earth’s geological record, and Elara’s past failure was orchestrated to ensure she was the only one capable of understanding it, forcing her to confront her own buried trauma and choose between saving humanity or unlocking a power she may not be ready to wield, all while battling a shadowy corporation seeking to weaponize the lexicon.",gemma3:12b,0.8,20e6c549
7a672d20,The Lexicon Anomaly,"Elara Vance, a disillusioned linguist haunted by a childhood trauma involving a corrupted language program, discovers a series of inexplicable linguistic errors appearing globally – words subtly shifting meaning, grammar collapsing – that threaten to unravel reality, forcing her to team up with Rhys, a cynical data analyst whose algorithms initially flagged the anomalies, battling against a shadowy organization, 'The Archivists,' who believe language is a virus to be controlled, while confronting her own fear of communication and uncovering a devastating revelation: the errors are not random, but a deliberate attempt to rewrite history by a future version of herself seeking to avert a catastrophic event, forcing Elara to choose between preserving the flawed present or unleashing an unknown future.",gemma3:12b,0.8,20e6c549
d6a27959,The Lexicon Glitch,"When a disillusioned linguist, Elias Thorne – a brilliant but emotionally stunted Oxford professor haunted by a childhood trauma linked to his father’s obsessive dictionary creation – discovers a catastrophic 'lexical glitch' corrupting the global language database, subtly altering reality and erasing memories, he must team up with a rebellious AI, 'Echo,' whose own existence is threatened by the anomaly, to uncover the glitch's origin: a forgotten, experimental language program created by his father, now controlled by a shadowy corporation seeking to rewrite history and manipulate global consciousness, forcing Elias to confront his past, embrace connection, and ultimately choose between preserving the fractured truth and forging a new, potentially dangerous, linguistic order, all while battling both the corporation and the creeping erosion of his own identity.",gemma3:12b,0.8,20e6c549
61128ec9,The Mist,"In a world where a single word can erase memories and unleash horrors beyond imagination, a young girl must navigate a labyrinth of dark secrets, forgotten languages, and a hauntingly beautiful setting that hides deadly traps.",deepseek-r1:latest,0.8,619fa94c
c9738ae3,The Error in the Stars,"In a universe where an error caused chaos, a brilliant but flawed scientist and a rogue astronomer navigate forbidden knowledge and inner demons to uncover the truth behind a missing star, while their own lives spiral into disarray.",deepseek-r1:latest,0.8,f3f439f5
bd7ef0f6,The Shadow in the Code,"When brilliant but reclusive coder Maya Ramos is recruited by a secretive tech firm to investigate a series of mysterious errors in their AI system, she uncovers a sinister plot that threatens global stability and forces her to confront her own troubled past: as a child genius who inadvertently caused a catastrophic cyberattack, Maya's error has haunted her for years. As she delves deeper into the code, she must navigate treacherous corporate politics, ruthless adversaries, and her own crippling self-doubt to prevent another disaster, all while facing an unexpected ally in the form of her former best friend turned whistleblower.",llama3.1:latest,0.8,bdb8831f
4fd637a7,The Cipher of Chaos,"In a world where technology controls society, a reclusive mathematician deciphers an ancient code that threatens to unravel the fabric of reality. As he delves deeper into the mystery, he's pursued by a powerful corporation desperate to keep the truth hidden, while grappling with his own inner demons and the enigmatic woman who holds the key to stopping the impending catastrophe.",mistral,0.8,2d8b7669
c7b4a52d,Whispers from the Deep: The Cat's Lament,"In a forgotten age, a reclusive cat lighthouse keeper on an abandoned ship heirs a cryptic message in a bottle. Unraveling its secrets, she must navigate treacherous waters filled with sea monsters, pirates, and long-lost sailors to unveil the truth that lies at the bottom of the ocean - before it's too late.",mistral,0.8,f02bfbc8
baeedf8b,The Cat's Chime,"In a world where ships can hear the music of lost souls, a lonely bell-maker's cat discovers a melody hidden deep within an ancient vessel, setting off a chain of events that reveal a long-forgotten prophecy and force the cat and its maker to confront their fears and unleash the power of harmony to save their city from destruction.",mistral,0.8,0f24ac05
76a7343c,The Tolling Mariner's Cat,"In a crumbling sea-bound city where time has stood still for centuries, a lighthouse keeper's cat discovers an ancient bell that holds the power to restore the flow of time. When an enigmatic pirate captain covets this artifact, the feline must outwit the pirate and uncover the city's long-buried secrets before the city slips into eternal twilight.",mistral,0.8,f99bf4a2
80ffeec9,Echoes of the Leviathan,"In a world where ships are sentient beings and possess ancient knowledge, a wandering cat-priestess, burdened by a mysterious bell that holds the power to control them, embarks on a perilous journey to restore balance between mankind and these oceanic beings, while battling an enigmatic sea captain hell-bent on harnessing their power for personal gain.",mistral,0.8,ed91d224
b356f514,The Paralinin Codex: A Tale of Cymbling and Redemption,"In a crumbling empire ruled by the enigmatic Parvolins, a humble Paralini named Eridan discovers an ancient artifact known as the Cymbling. With his world on the brink of collapse and a dark secret threatening to destroy him, Eridan embarks on a perilous journey across war-torn lands, pursued by ruthless enemies, uncovering long-lost truths that will determine the fate of his people.",mistral,0.8,31791a26
b8261c2b,Albuminoid's Ascension,"In a future where food has been replaced by synthetic Albuminoids, a disgraced chef named Kira uncovers an ancient secret about organic ingredients while working on the isolated Shopboard colony. As she fights against the oppressive Isotopism Corporation to bring back real food, she must confront her own past and the dark truth behind the corporation's existence.",mistral,0.8,31791a26
c4a496f9,Echoes of Staghorn's Whisper,"In a crumbling world, where the pastness clings to every corner and Byegaein is a forbidden word, a young librarian discovers an ancient staghorn artifact that holds a powerful secret. As she unravels its mysteries, she must confront her inner demons and navigate treacherous alliances while evading those who seek to control the past, threatening to reshape reality itself.",mistral,0.8,31791a26
2c963c13,The Nakedish Niddler: A Shroud of Gloom,"In a small, gloomy town where everyone wears shrouds to hide their true selves, a niddering tailor named Eamon uncovers a long-lost secret that threatens the town's peace. As he struggles to reconcile his own hidden identity with this newfound truth, he must outwit the ruthless Mayor, who will stop at nothing to maintain the status quo, and save his town from impending doom.",mistral,0.8,31791a26
a9cd5a1b,The Provisioner of Poblacion's Plume,"In a forgotten corner of Poblacion, a humble provisioner unearths a rare, superadorn feather with the power to save his city from an impending doom. As he navigates through political intrigue and personal demons, he must decide between using the feather for his own gain or sacrificing it to protect his beloved community.",mistral,0.8,31791a26
6ab6b9e5,The Musrol Whisperer of Synura,"In a world where magical creatures known as Gorbets are hunted for their valuable Musrol, a reclusive young woman with the rare ability to communicate with these creatures discovers her destiny and embarks on a dangerous journey to save them from extinction. Along the way, she uncovers secrets about her own identity and confronts ruthless hunters, revealing twists that challenge everything she believes.",mistral,0.8,31791a26
2a5c923d,The Cooperative Contraband: A Sergeant's Redemption,"Former black-market smuggler, Sergeant Amelia Coopery, must navigate the treacherous underbelly of the space-faring co-operatives to clear her name and uncover a sinister plot that threatens the fragile peace of the galaxy.",mistral,0.8,31791a26
8fcf5379,The Unorned Crusade,"In a world where magic is fading and tempers flare, a cranky, reclusive alchemist named Liberally must harness the last vestiges of enchantment to save his kingdom from an unrelenting tyrant. As he embarks on a quest for the legendary Unorn, a mystical artifact that could restore magic, he must confront not only external threats but also the simmering rage within himself that threatens to consume him.",mistral,0.8,31791a26
8604cbaa,Shrinkhead's Enigma,"In a world where psychiatrists can physically enter patients' minds (Shrinkheads), Dr. Chloritoid, a rogue therapist with a mysterious past, stumbles upon a patient harboring secrets connected to an ancient gypsite artifact believed to hold the key to human emotions. As she delves deeper into this enigma, she must confront her own inner demons and navigate treacherous political intrigue within the Shrinkhead community, all while battling time as the artifact's power begins to consume her patient.",mistral,0.8,7c750407
0bb44c0f,The Radiometric Heist,"When a rogue scientist specializing in radiometry discovers an ancient artifact with mysterious powers that could change the course of humanity, he must team up with a former thief-turned-fumigator to outwit a ruthless crime boss and a shadowy government agency, navigating a world of deception, double-crosses, and high-stakes heists in the bustling city of Slangkop.",mistral,0.8,7c750407
f8f957c1,The Unwonted Scepter of Sahibah,"In a world where Ordanchite gems bestow extraordinary powers, Sahibah, a humble weaver with a hidden royal lineage, discovers her family's lost scepter. Pursued by the ruthless Regent seeking to control its power, Sahibah embarks on a perilous journey, unveiling secrets about her past and the fate of her kingdom, while struggling with inner conflicts that threaten to shatter the fragile peace.",mistral,0.8,7c750407
c3701a7b,The Unidly Verdict,"In a world where people are judged by their physical appearance, a disfigured lawyer named Mockable must solve an unsolvable case to restore his reputation and bring justice for the misfit society he represents.",mistral,0.8,7c750407
d4a85c18,The Protean Barber of Tangs,"In the enigmatic town of Tangs, a humble barber, unbeknownst to his customers, is secretly a protea - a shapeshifter with the power to alter physical form. When a mysterious client requests a transformation that could change the fate of Tangs forever, the barber must grapple with the consequences of his powers, the temptations of self-interest, and the weight of his role as guardian of this enchanted town.",mistral,0.8,7c750407
e042b78e,The Clay Shard's Secret,"In a remote, clayish outpost on an alien planet, Luciana, a skilled archaeologist with a troubled past, uncovers a centuries-old artifact that holds the key to saving her people. But as she delves deeper into the mystery of the shard, she must navigate political intrigue, personal demons, and an enigmatic adversary who will stop at nothing to keep its power hidden.",mistral,0.8,7c750407
e05c5dca,The Ravenous Heart,"In a steampunk city plagued by a mysterious condition known as Hemicardia, Dr. Evelyn Corvus, a brilliant but tormented heart surgeon, must find a cure for herself and the city before the Turnplate, a powerful political figure driven by greed, exploits her discovery to seize control.",mistral,0.8,7c750407
2895dcbd,The Unfathomable Frost,"In a world where an enigmatic cold known as Pogonip is ravaging humanity, a once-celebrated scientist, plagued by an ulcerative self-doubt and haunted by the loss of his family, must confront his past demons to unravel the mystery behind this calamity. As he delves deeper into the Pogonip's origins, he unearths a sinister secret that challenges everything he knows about himself and the world, revealing an adversary unlike any he could have imagined.",mistral,0.8,7c750407
99067fd5,Dilated Reality: The Overborne Key,"In a world where time can be manipulated for personal gain, a brilliant but troubled physicist, haunted by his past mistakes, must team up with a ruthless businesswoman to unlock the secret of an ancient artifact, 'The Overborne Key', that promises the ultimate benefit - the power to save humanity from impending doom. As they race against time and powerful adversaries, their mutual distrust and inner conflicts threaten to overturn their alliance, while a series of mind-bending twists reveal shocking connections between them and the key itself.",mistral,0.8,1cc88779
049f5bf2,The Pinhead's Proverbial Odyssey,"In the enchanting, unexplored realm of Fableland, a simple Pinhead named Pinn discovers an ancient artifact that reveals a hidden prophecy about his true identity. To save his friends from the malevolent Lord Gnarled and restore balance in Fableland, Pinn must confront his inner fears, uncover the truth behind the prophecy, and learn that strength lies not only in size but also in compassion.",mistral,0.8,1cc88779
309a44d2,The Haltless Healer of Yaruran,"In a world where illnesses are incurable, Dr. Amara, a compassionate and tenacious healer, uncovers the treatable cause of a mysterious disease plaguing her city of Yaruran. As she races against time to find a cure, she confronts the ruthless pharmaceutical magnate, Orion, who will stop at nothing to protect his profits. When Amara's daughter is taken hostage, she must make a choice: save her city or her family. With courage and determination, she delves deeper into the dark underbelly of Yaruran, revealing shocking truths about its history and Orion's true intentions. As the story unfolds, Amara faces seemingly insurmountable obstacles, ultimately discovering a cure that could change the fate of her people forever.",mistral,0.8,1cc88779
4fd83ec2,The Surety of Uncertainty,"In a world where democracy has been replaced by an autocratic system known as 'Surety', a bossy and charismatic young woman named Phoebe, plagued by her own demophobia, must rally the disenchanted populace to overthrow the regime and restore democracy, while uncovering a hidden truth that threatens to shatter the very foundations of Surety.",mistral,0.8,1cc88779
d6938a2c,The Piebald Harefoot's Lament,"In a mystical realm where anthropomorphic creatures inhabit the land, a piebald harefoot named Thorne - a humble and lanuginous baker with a hidden royal lineage - uncovers his past when he stumbles upon an ancient, magical recipe. As he delves deeper into the secrets of this mystical pie, he must confront the powerful and ruthless antagonist, Queen Ravena, who will stop at nothing to seize the power that the pie holds. With the fate of his kingdom hanging in the balance, Thorne embarks on a journey to reclaim his birthright, revealing hidden truths about his past and unleashing a series of shocking twists and revelations.",mistral,0.8,1cc88779
7055b5cc,Dingo's Dilemma: The Unraveling Empire,"In a gritty underworld of corporate espionage, our anti-hero, Django - a morally conflicted CEO with a penchant for sleaziness - uncovers a secret about his company's flagship product that threatens to bring down the empire. As he navigates treacherous alliances and personal demons, an enigmatic dingo, symbolizing his forgotten conscience, guides him towards redemption. The twist? The undurable product is not just a corporate failure, but a ticking time bomb with global consequences.",mistral,0.8,1cc88779
92e0792c,The Leaf Whisperer,"In a world where whispers can control plant growth, a reclusive farmer named Shahi, burdened by his past and haunted by an uncontrollable power, must team up with a ruthless enforcer from the ruling city to save his dying village. But when they discover an ancient secret hidden within the forest, their lives are turned upside down as they race against time to unlure the true destroyer of their world.",mistral,0.8,1cc88779
3ab35cc1,The Monostelic Enigma of Ostium's Whisper,"In a quaint Irish coastal town named Ostium, a lonely lighthouse keeper, haunted by the secrets of his past and the echoes of a mythical island hidden within the town's lone monostelic tree, uncovers an ancient prophecy that could either bring peace or destruction to his Limerick home.",mistral,0.8,1cc88779
ebd4978a,The Unbecoming Wiseweed,"In a world where bodies can be crafted to order by the enigmatic Bodymakers, the humble Wiseweed - a gifted Botanomancer with a mysterious past and an unquenchable thirst for truth - unearths the horrifying secrets behind the industry. As Wiseweed navigates the treacherous labyrinth of lies, he must confront his own identity and the true nature of power, while battling against the ruthless Bodymaker syndicate that will stop at nothing to protect their sinister secrets.",mistral,0.8,f7e33acf
9f4f099a,The Praetor's Blemish,"In a crumbling empire on the brink of collapse, a flawed Praetor with a mysterious birthmark must navigate political intrigue, uncover a long-lost secret that binds her to the power-hungry Emperor, and risk everything to overbridge the chasm between the rulers and the ruled before it's too late.",mistral,0.8,f7e33acf
14aeb0fa,The Conical Topman of the Concourse,"In a bustling metropolis concert hall where time stands still, a peculiar, conically-hatted man named Topman discovers he's the only one who can prevent the collapse of reality. Haunted by his past, he must confront his inner demons and uncover the truth about the enigmatic Concourse before it's too late.",mistral,0.8,f7e33acf
afa7fdf3,The Uncramped Aloid,"In a world where emotions are bottled and traded, a fiercely independent young woman with an uncorked 'Aloid' - a rare, uncontrollable emotion-bottle - finds herself hunted by the ruling elite for her ability to feel. As she navigates dangerous alliances, discovers the truth about her past, and uncovers the conspiracy that threatens the very essence of human connection, she must learn to control her ferocious power before it consumes her.",mistral,0.8,f7e33acf
4f9f3e69,The Clever Heir of Sarakolle,"When the cunning and enigmatic protagonist, Alina, inherits the crumbling kingdom of Sarakolle, she must outwit her treacherous cousin who seeks to accede to the throne. As Alina navigates political machinations, uncovers ancient mysteries, and struggles with her own insecurities, a deadly secret threatens to tear apart the kingdom forever.",mistral,0.8,f7e33acf
a10a9212,The Radiometric Unknown,"In a world where the identities of many have been lost to the ravages of time, one unsurnamed woman, armed with her unique talent for radiometry, embarks on a perilous journey to uncover a long-lost secret that could change the course of history. However, she is pursued by a ruthless organization seeking to suppress the truth and maintain their stranglehold on power. As she navigates through hidden societies, deciphers cryptic codes, and confronts her inner demons, she discovers an ancient artifact that threatens to shatter the foundations of knowledge itself. With time running out and enemies closing in, can she unlock the secrets of radiometry and expose the truth before it's too late?",mistral,0.8,f7e33acf
607564ca,The Articulate Bubble Dancer's Secret,"In a world where the ability to control soap bubbles is a coveted talent, Cotylar, an enigmatic and introverted cotylar dancer, struggles with her unique gift. Haunted by past traumas, she discovers an ancient secret that could change her destiny. When a powerful rival seeks to exploit this secret for his own gain, Cotylar embarks on a perilous journey, uncovering hidden truths about her lineage and the true nature of articulare - a force that connects all bubble dancers. With her life and world hanging in the balance, Cotylar must confront her fears, master her gift, and learn to trust others, or risk losing everything she holds dear.",mistral,0.8,f7e33acf
b67313fc,The Argeer's Knot: A Masoola Unraveled,"In a world where memories are woven into fabric, a humble tailor named Inwoven discovers a forgotten memory of an ancient prophecy. As he embarks on a quest to uncover the truth behind this prophecy, he is pursued by ruthless Argeers - enforcers who seek to suppress the past for their own gain. Along his journey, Inwoven must confront not only external dangers but also his own inner demons and the secrets buried within his family's history. Will Inwoven be able to unravel the Masoola before it's too late, or will the Argeers' grip on the truth remain inescapable?",mistral,0.8,f7e33acf
205f39cf,Chariots of Lust,"In medieval Europe, a bawdy charioteer named Siegmund, tormented by his forbidden desires, becomes embroiled in a deadly race across the continent to win back the heart of his lost love, while outrunning an enraged monk with dark secrets who seeks to destroy him and the ancient relic they both covet.",mistral,0.8,4429b6cb
264dacc8,The Biunial Enigma,"In a world where emotions can be harnessed for energy, Dr. Polyaxone, a gifted but tormented emotion-harvester, uncovers a hidden society of fellow feeling-farmers in the midst of an Angarian uprising. As they race to decipher the secrets behind a mysterious biunial artifact capable of controlling the nation's emotional output, Polyaxone must confront her own inner demons and lead the rebellion against those who seek to manipulate the population for power.",mistral,0.8,4429b6cb
42010b15,The Unspeakable Mirror,"In an unsettling world where people can only refer to themselves in third person singular (illeism), a reclusive painter (the unemerging) uncovers a magical mirror that reflects the inner conflicts of its viewers (sibbers). As he confronts his own dark past, he must navigate treacherous political waters and expose the hypocrisy of a society on the brink of collapse, while battling a rival artist who seeks to exploit the mirror's power for nefarious purposes.",mistral,0.8,4429b6cb
04642638,Healers' Hands: A Dance of Shadows,"In a world where martial arts heal ailments and karate masters are sought as powerful physicians, Dr. Elara, an esteemed iatrical practitioner with inner turmoil over her past mistakes, must uncover the source of a mysterious disease plaguing her city while outwitting a ruthless antagonist who seeks to control the healing arts and exploit humanity.",mistral,0.8,4429b6cb
c52f8b00,The Cudgeler's Shelfy Secret,"In a dusty, forgotten town known as Kurchicine, a timid librarian named Shelfy discovers an ancient book that reveals her family's lineage as the protectors of a mystical artifact. When the dark Cudgeler learns of her discovery, he sets out to claim the power hidden within the book and enslave Kurchicine forever. To save her town, Shelfy must confront her fear, unlock her latent powers, and unite the townsfolk against the Cudgeler in a battle that will determine their fate.",mistral,0.8,4429b6cb
d9422c68,The Symphony of Shadows,"In a world where music holds the power to manipulate reality, a melancholic blackamoor musician, haunted by his past and yearning for redemption, must interlace his skills with those of a cunning, enigmatic Coenjoy heiress to break the curse that binds their lives. As they journey through shifting realms and unravel secrets hidden within ancient melodies, their uneasy alliance reveals a deep, twisted connection that threatens to shatter their world – or reshape it forever.",mistral,0.8,4429b6cb
fe87b19c,Nocturnal Nautical Pursuit,"In a small fishing village under the glow of the full moon, a reclusive marine biologist discovers a mysterious, bioluminescent creature - the Noctiluca. When an enigmatic industrialist seeks its power to harness the light of the candlefish, a race against time unfolds, challenging the scientist's convictions and threatening the survival of both mankind and the elusive sea life.",mistral,0.8,4429b6cb
2489980a,Genetic Fortune: The Lucrine Key,"In war-torn Afghanistan, a brilliant geneticist uncovers a long-lost key to humanity's genetic evolution. As she races against time to unlock its secrets, a ruthless corporation seeks to harness its power for their own lucrative ends, setting off a dangerous cat-and-mouse chase through the treacherous landscape.",mistral,0.8,4429b6cb
aba8cf6e,The Impavid Bank Heist of Fuchsia Alley,"In a world where fear is currency and courage is a crime, impavid bank teller Fuchsia must lead an unconventional heist to save her dying city. Unbeknownst to her, the target bank holds the key to a secret power that could either doom or salvage humanity, with the relentless Ditchbank detective hot on her trail.",mistral,0.8,7f8d5bb3
