stamp_id,album,page_filename,page_number_in_album,common_name,nationality,year,face_value,condition,estimated_value,description,collectibility_notes,owner_notes,thumbnail_path,cropped_image_path,ai_model_used,deacquired
7e64df1f-fb5f-4477-af92-9ebf884c53a3,Covers,IMG_1473.JPG,44.0,Kansas Grain & Flour Co. Letterhead,United States,1907,,Good,$20-$50,"A letterhead from Kansas Grain & Flour Co., dated May 16, 1907, from Wichita, Kansas. It includes details of grain prices and an offer for bran and shorts. The letterhead features printed text and a handwritten note.",Collectible due to its historical context related to early 20th-century grain trade in the U.S. Midwest. Interest in agricultural history and business correspondence from this era adds to its value.,Acquired from a local estate sale. Part of a larger collection of business documents.,thumbnails/7e64df1f-fb5f-4477-af92-9ebf884c53a3_thumbnail.jpg,cropped_entities/7e64df1f-fb5f-4477-af92-9ebf884c53a3_cropped.jpg,grok-2-vision-1212,False
1374e4c1-cd88-4346-b7a7-dbf03871253a,Covers,IMG_1472.JPG,43.0,Wichita Post Card,United States,1910,1c,Used,$10-$20,"A vintage postcard from Wichita, Kansas, featuring a 1c stamp postmarked on May 1910. The postcard is addressed to Newton, NJ, and has been mailed.",Collectible due to its historical significance and age. The postmark and the postcard's design add to its value.,Acquired from a local estate sale. Good condition considering its age.,thumbnails/1374e4c1-cd88-4346-b7a7-dbf03871253a_thumbnail.jpg,cropped_entities/1374e4c1-cd88-4346-b7a7-dbf03871253a_cropped.jpg,grok-2-vision-1212,False
adce9321-b619-4c1c-8942-cc8e8d8739ad,Covers,IMG_1472.JPG,43.0,1c Washington Stamp,United States,1908,1c,Used,$2-$5,"A 1c Washington stamp from the Washington-Franklin series, postmarked on the postcard. It shows signs of use but retains good color.","Part of the popular Washington-Franklin series, which is sought after by collectors. The postmark adds historical context.",Part of the postcard's charm. No damage noted.,thumbnails/adce9321-b619-4c1c-8942-cc8e8d8739ad_thumbnail.jpg,cropped_entities/adce9321-b619-4c1c-8942-cc8e8d8739ad_cropped.jpg,grok-2-vision-1212,False
6286d8b3-af32-4f36-a93c-0768ab85cb76,Covers,IMG_1471.JPG,42.0,US 1923 1c Benjamin Franklin,United States,1923,1c,Used,$10-$20,"A used 1923 1c Benjamin Franklin stamp on an envelope from Ocean Steamship Company of Savannah, addressed to Joshua L. Barclay in New York.","Common stamp, but value increases with historical context and postal use.",Part of a collection focusing on historical postal use.,thumbnails/6286d8b3-af32-4f36-a93c-0768ab85cb76_thumbnail.jpg,cropped_entities/6286d8b3-af32-4f36-a93c-0768ab85cb76_cropped.jpg,grok-2-vision-1212,False
2a99ad1e-3251-4b96-953c-0325ddd20707,Covers,IMG_1470.JPG,41.0,"Abilene, Kansas Wild Bill Hickok Stamp",United States,1930,Not applicable,Used,$50-$100,"A cover featuring Wild Bill Hickok and Tom Smith, with a special pickup flight postmark from Abilene, Kansas, dated May 15, 1930. The cover includes illustrations of the two historical figures and a postmark from Abilene.",Highly collectible due to historical significance and special flight postmark. Wild Bill Hickok is a well-known figure in American history.,Acquired from a collector's estate sale in 2015.,thumbnails/2a99ad1e-3251-4b96-953c-0325ddd20707_thumbnail.jpg,cropped_entities/2a99ad1e-3251-4b96-953c-0325ddd20707_cropped.jpg,grok-2-vision-1212,False
7df9435c-6190-48c3-9496-755ce0f91205,Covers,IMG_1469.JPG,40.0,US 1c Washington Bicentennial,United States,1932,1c,Used,$1-5,"A used 1c stamp from the Washington Bicentennial series, featuring a profile of George Washington. It has a postmark from Burlington, IA dated Jun 9, 1932.","Common stamp from the Washington Bicentennial issue, collectible for its historical context and good condition.",,thumbnails/7df9435c-6190-48c3-9496-755ce0f91205_thumbnail.jpg,cropped_entities/7df9435c-6190-48c3-9496-755ce0f91205_cropped.jpg,grok-2-vision-1212,False
15cbf2f0-0d52-4f3d-83a5-051ce8e874bb,Covers,IMG_1469.JPG,40.0,US 2c Washington Bicentennial,United States,1932,2c,Used,$2-10,"A used 2c stamp from the Washington Bicentennial series, featuring a profile of George Washington. It has a postmark from Burlington, IA dated Jun 9, 1932.","Slightly rarer than the 1c stamp, good for collections focusing on Washington Bicentennial issues.",,thumbnails/15cbf2f0-0d52-4f3d-83a5-051ce8e874bb_thumbnail.jpg,cropped_entities/15cbf2f0-0d52-4f3d-83a5-051ce8e874bb_cropped.jpg,grok-2-vision-1212,False
18372cca-9eb4-4a17-9c6b-15134d28deca,Covers,IMG_1468.JPG,39.0,Baltimore Fire Insurance Renewal Receipt,United States,1871,Dollars insured: $3000,"Used, some wear and aging",$50-$100,"A renewal receipt for fire insurance policy No. 5471 issued by the Office of the Baltimore Fire Insurance Company. The receipt is dated February 28, 1871, and insures property owned by Grafton Munroe for $3000. Signed by O. W. Wyman, Secretary.","Historical document related to fire insurance in the 19th century. Collectible for those interested in insurance history, Baltimore history, or 19th-century documents.",Acquired from a local estate sale in Maryland.,thumbnails/18372cca-9eb4-4a17-9c6b-15134d28deca_thumbnail.jpg,cropped_entities/18372cca-9eb4-4a17-9c6b-15134d28deca_cropped.jpg,grok-2-vision-1212,False
e619440f-9fd8-4d95-8d06-9b93f9881562,Covers,IMG_1467.JPG,38.0,Baltimore Fire Insurance Renewal Receipt,United States,1847,Fifteen Dollars,"Used, Good",$50-$100,"A receipt from the Office of the Baltimore Fire Insurance Company, acknowledging the renewal of a policy. Dated 26th day of the 11th month, 1847, for a policy with a face value of fifteen dollars.",Historical document from mid-19th century American insurance practices. Collectible due to age and historical context.,Found in a collection of 19th-century documents.,thumbnails/e619440f-9fd8-4d95-8d06-9b93f9881562_thumbnail.jpg,cropped_entities/e619440f-9fd8-4d95-8d06-9b93f9881562_cropped.jpg,grok-2-vision-1212,False
a652960b-759e-4e5f-934b-30d4cd952a56,Covers,IMG_1466.JPG,37.0,Stampless Cover,United States,1850s,3 cents (manuscript),"Used, with some wear and creases",$50-$150,"A stampless folded letter with a red postmark from 'ST. LOUIS MO' and a manuscript 'Paid 3' indicating the postage rate. Addressed to 'Chaplain Munson Esq., Annapolis, Md.'","Stampless covers from the pre-stamp era are collectible for their historical significance and postal markings. This particular cover is from St. Louis, which adds to its regional interest.",,thumbnails/a652960b-759e-4e5f-934b-30d4cd952a56_thumbnail.jpg,cropped_entities/a652960b-759e-4e5f-934b-30d4cd952a56_cropped.jpg,grok-2-vision-1212,False
d302e28f-5d0f-4719-bd1b-d52ced5af531,Covers,IMG_1465.JPG,36.0,New York Postmaster's Provisional,United States,1845,5 cents,"Used, with some wear",$200-$500,"A provisional stamp from New York, used during the early days of the U.S. postal system before national stamps were issued. It features a postmark from New York, NY, dated July 1845.",Highly collectible due to its historical significance as one of the first stamps used in the U.S. postal system. Provisional stamps are rare and sought after by collectors.,Acquired from a private collection in 2010. Previously owned by a noted philatelist.,thumbnails/d302e28f-5d0f-4719-bd1b-d52ced5af531_thumbnail.jpg,cropped_entities/d302e28f-5d0f-4719-bd1b-d52ced5af531_cropped.jpg,grok-2-vision-1212,False
646aa756-f59e-48ca-9348-4a87d628805c,Covers,IMG_1464.JPG,35.0,Bayern 10pf,Germany,1920,10pf,Used,$10-$20,"A 10pf stamp from Bayern, featuring a portrait of King Ludwig I. It has a postmark dated May 25, 1921.",This stamp is collectible due to its historical significance and the postmark from the early 1920s.,Acquired from a local stamp show.,thumbnails/646aa756-f59e-48ca-9348-4a87d628805c_thumbnail.jpg,cropped_entities/646aa756-f59e-48ca-9348-4a87d628805c_cropped.jpg,grok-2-vision-1212,False
f39cd4bb-31d4-49d9-a2af-e05971430307,Covers,IMG_1464.JPG,35.0,US Air Mail,United States,1926,10c,Used,$15-$30,"A US Air Mail stamp with a value of 10c, featuring a Curtiss JN-4 'Jenny' airplane. It has a postmark from New York, NY, dated May 25, 1921.",Valuable for air mail enthusiasts and those interested in early US aviation history.,Part of a collection focusing on air mail stamps.,thumbnails/f39cd4bb-31d4-49d9-a2af-e05971430307_thumbnail.jpg,cropped_entities/f39cd4bb-31d4-49d9-a2af-e05971430307_cropped.jpg,grok-2-vision-1212,False
4905121b-6a73-4e59-97b6-3f5b7de272a0,Covers,IMG_1463.JPG,34.0,1840 Penny Black,United Kingdom,1840,1d,Used,$300-$500,"A classic British stamp, the Penny Black, featuring Queen Victoria. It is affixed to a piece of postal history with a red cancellation.",Highly collectible due to its status as the world's first adhesive postage stamp. Condition and cancellation are key factors in value.,Acquired from a local auction in 2015. The piece has a clear postmark which adds to its historical value.,thumbnails/4905121b-6a73-4e59-97b6-3f5b7de272a0_thumbnail.jpg,cropped_entities/4905121b-6a73-4e59-97b6-3f5b7de272a0_cropped.jpg,grok-2-vision-1212,False
13ba8ceb-93d7-4564-95cd-e9077096b3a6,Covers,IMG_1462.JPG,33.0,Stamp on Envelope,United Kingdom,1840,1d,Used,$200-$400,"A red 1d stamp, likely a Penny Black, affixed to an envelope. The stamp shows signs of use with a postmark.",Highly collectible due to its historical significance as one of the first adhesive postage stamps.,Part of a collection focused on early British postal history.,thumbnails/13ba8ceb-93d7-4564-95cd-e9077096b3a6_thumbnail.jpg,cropped_entities/13ba8ceb-93d7-4564-95cd-e9077096b3a6_cropped.jpg,grok-2-vision-1212,False
ee745d94-cc16-43d7-870a-9515d13c4b2d,Covers,IMG_1461.JPG,32.0,Confederate States Cover,Confederate States of America,1861-1865,Unknown,"Used, Worn",$50-$200,"A handstamped cover from the Confederate States of America, addressed to John E. Prouder, Cadets Point, West Point, New York. The cover shows signs of wear and aging, with a postmark dated 'OCT 14'.",Confederate covers are highly collectible due to their historical significance during the Civil War. The handstamp and the address to a military academy add to its value.,Acquired from a private collection in 2015. Believed to be from a soldier's correspondence.,thumbnails/ee745d94-cc16-43d7-870a-9515d13c4b2d_thumbnail.jpg,cropped_entities/ee745d94-cc16-43d7-870a-9515d13c4b2d_cropped.jpg,grok-2-vision-1212,False
9e5085a7-0fb5-4839-86cf-486a2025a2fd,Covers,IMG_1458.JPG,31.0,Stampless Letter,United States,1845,Paid 10,"Used, Folded",$50-$100,"A stampless folded letter with a red postmark from Albany, NY, dated July 15, 1845. Addressed to De Witt Esq., Attorney General, Albany. The letter has a manuscript 'Paid 10' indicating the postage paid.","Interesting for collectors of pre-stamp postal history, especially stampless covers from the mid-19th century. The red postmark and manuscript marking add to its historical value.",Acquired from a local estate sale. Good condition considering age.,thumbnails/9e5085a7-0fb5-4839-86cf-486a2025a2fd_thumbnail.jpg,cropped_entities/9e5085a7-0fb5-4839-86cf-486a2025a2fd_cropped.jpg,grok-2-vision-1212,False
6f97f150-4084-476c-aaf5-41bfa2105a80,Covers,IMG_1457.JPG,30.0,Unknown Stamp 1,Unknown,Unknown,Unknown,Poor,Unknown,Stamp with visible rust or water damage on the left side of the page. Details are not clear due to damage.,"Due to the condition, this stamp's collectibility is significantly reduced.",,thumbnails/6f97f150-4084-476c-aaf5-41bfa2105a80_thumbnail.jpg,cropped_entities/6f97f150-4084-476c-aaf5-41bfa2105a80_cropped.jpg,grok-2-vision-1212,False
6492647e-a514-45d4-82f7-7a586191e46f,Covers,IMG_1457.JPG,30.0,Unknown Stamp 2,Unknown,Unknown,Unknown,Fair,Unknown,"Stamp with some visible stains or marks, located towards the center of the page. Details are faint but present.","Collectibility might be affected by the stains, but could still have value if rare.",,thumbnails/6492647e-a514-45d4-82f7-7a586191e46f_thumbnail.jpg,cropped_entities/6492647e-a514-45d4-82f7-7a586191e46f_cropped.jpg,grok-2-vision-1212,False
6d6bc83e-0c79-436c-8cec-d33049ff3a19,Covers,IMG_1456.JPG,29.0,Stampless Letter,United States,1850s,,"Used, Folded",$50-$100,"A stampless letter with a manuscript postal marking and a handstamp from the 1850s, originating from the United States. The letter is folded and shows signs of wear consistent with its age.",Stampless covers from this period are collectible due to their historical significance in the postal history of the United States. The manuscript and handstamp markings add to its value.,Acquired from a local estate sale. No known provenance beyond that.,thumbnails/6d6bc83e-0c79-436c-8cec-d33049ff3a19_thumbnail.jpg,cropped_entities/6d6bc83e-0c79-436c-8cec-d33049ff3a19_cropped.jpg,grok-2-vision-1212,False
eabc9720-9707-4ba7-8456-e00358546f36,Covers,IMG_1455.JPG,28.0,Unknown Stamp 1,Unknown,Unknown,Unknown,Fair,Unknown,"A small stamp with partial visibility, located at the top left of the page. Details are obscured by handwriting.","Due to the obscured details, collectibility is uncertain. Further identification required.",,thumbnails/eabc9720-9707-4ba7-8456-e00358546f36_thumbnail.jpg,cropped_entities/eabc9720-9707-4ba7-8456-e00358546f36_cropped.jpg,grok-2-vision-1212,False
